"","Date","EUA","NZU","CCA","HBEA"
"609",2006-11-07,9.38,NA,NA,NA
"610",2006-11-08,9.45,NA,NA,NA
"611",2006-11-09,9.49,NA,NA,NA
"612",2006-11-10,8.64,NA,NA,NA
"613",2006-11-11,8.64,NA,NA,NA
"614",2006-11-12,8.64,NA,NA,NA
"615",2006-11-13,8.36,NA,NA,NA
"616",2006-11-14,9.09,NA,NA,NA
"617",2006-11-15,9.06,NA,NA,NA
"618",2006-11-16,8.57,NA,NA,NA
"619",2006-11-17,8.58,NA,NA,NA
"620",2006-11-18,8.58,NA,NA,NA
"621",2006-11-19,8.58,NA,NA,NA
"622",2006-11-20,8.56,NA,NA,NA
"623",2006-11-21,8.68,NA,NA,NA
"624",2006-11-22,8.66,NA,NA,NA
"625",2006-11-23,8.71,NA,NA,NA
"626",2006-11-24,9.03,NA,NA,NA
"627",2006-11-25,9.03,NA,NA,NA
"628",2006-11-26,9.03,NA,NA,NA
"629",2006-11-27,8.9,NA,NA,NA
"630",2006-11-28,8.57,NA,NA,NA
"631",2006-11-29,8.08,NA,NA,NA
"632",2006-11-30,7.87,NA,NA,NA
"633",2006-12-01,7.33,NA,NA,NA
"634",2006-12-02,7.33,NA,NA,NA
"635",2006-12-03,7.33,NA,NA,NA
"636",2006-12-04,6.93,NA,NA,NA
"637",2006-12-05,6.7,NA,NA,NA
"638",2006-12-06,7.06,NA,NA,NA
"639",2006-12-07,7.28,NA,NA,NA
"640",2006-12-08,7.19,NA,NA,NA
"641",2006-12-09,7.19,NA,NA,NA
"642",2006-12-10,7.19,NA,NA,NA
"643",2006-12-11,7.01,NA,NA,NA
"644",2006-12-12,6.8,NA,NA,NA
"645",2006-12-13,6.42,NA,NA,NA
"646",2006-12-14,6.35,NA,NA,NA
"647",2006-12-15,6.53,NA,NA,NA
"648",2006-12-16,6.53,NA,NA,NA
"649",2006-12-17,6.53,NA,NA,NA
"650",2006-12-18,6.52,NA,NA,NA
"651",2006-12-19,6.54,NA,NA,NA
"652",2006-12-20,6.54,NA,NA,NA
"653",2006-12-21,6.62,NA,NA,NA
"654",2006-12-22,6.85,NA,NA,NA
"655",2006-12-23,6.85,NA,NA,NA
"656",2006-12-24,6.85,NA,NA,NA
"657",2006-12-25,6.85,NA,NA,NA
"658",2006-12-26,6.85,NA,NA,NA
"659",2006-12-27,6.6,NA,NA,NA
"660",2006-12-28,6.59,NA,NA,NA
"661",2006-12-29,6.55,NA,NA,NA
"662",2006-12-30,6.55,NA,NA,NA
"663",2006-12-31,6.55,NA,NA,NA
"664",2007-01-01,6.55,NA,NA,NA
"665",2007-01-02,5.53,NA,NA,NA
"666",2007-01-03,4.93,NA,NA,NA
"667",2007-01-04,4.83,NA,NA,NA
"668",2007-01-05,4.8,NA,NA,NA
"669",2007-01-06,4.8,NA,NA,NA
"670",2007-01-07,4.8,NA,NA,NA
"671",2007-01-08,3.87,NA,NA,NA
"672",2007-01-09,3.54,NA,NA,NA
"673",2007-01-10,3.81,NA,NA,NA
"674",2007-01-11,4.03,NA,NA,NA
"675",2007-01-12,3.99,NA,NA,NA
"676",2007-01-13,3.99,NA,NA,NA
"677",2007-01-14,3.99,NA,NA,NA
"678",2007-01-15,4.2,NA,NA,NA
"679",2007-01-16,4.23,NA,NA,NA
"680",2007-01-17,4.1,NA,NA,NA
"681",2007-01-18,3.93,NA,NA,NA
"682",2007-01-19,3.9,NA,NA,NA
"683",2007-01-20,3.9,NA,NA,NA
"684",2007-01-21,3.9,NA,NA,NA
"685",2007-01-22,3.83,NA,NA,NA
"686",2007-01-23,3.67,NA,NA,NA
"687",2007-01-24,3.41,NA,NA,NA
"688",2007-01-25,3.24,NA,NA,NA
"689",2007-01-26,3,NA,NA,NA
"690",2007-01-27,3,NA,NA,NA
"691",2007-01-28,3,NA,NA,NA
"692",2007-01-29,2.38,NA,NA,NA
"693",2007-01-30,2.36,NA,NA,NA
"694",2007-01-31,2.28,NA,NA,NA
"695",2007-02-01,2.18,NA,NA,NA
"696",2007-02-02,2.03,NA,NA,NA
"697",2007-02-03,2.03,NA,NA,NA
"698",2007-02-04,2.03,NA,NA,NA
"699",2007-02-05,1.73,NA,NA,NA
"700",2007-02-06,1.4,NA,NA,NA
"701",2007-02-07,1.33,NA,NA,NA
"702",2007-02-08,1.44,NA,NA,NA
"703",2007-02-09,1.55,NA,NA,NA
"704",2007-02-10,1.55,NA,NA,NA
"705",2007-02-11,1.55,NA,NA,NA
"706",2007-02-12,1.38,NA,NA,NA
"707",2007-02-13,1.22,NA,NA,NA
"708",2007-02-14,1.16,NA,NA,NA
"709",2007-02-15,1.1,NA,NA,NA
"710",2007-02-16,1.06,NA,NA,NA
"711",2007-02-17,1.06,NA,NA,NA
"712",2007-02-18,1.06,NA,NA,NA
"713",2007-02-19,0.82,NA,NA,NA
"714",2007-02-20,0.78,NA,NA,NA
"715",2007-02-21,0.9,NA,NA,NA
"716",2007-02-22,0.78,NA,NA,NA
"717",2007-02-23,0.85,NA,NA,NA
"718",2007-02-24,0.85,NA,NA,NA
"719",2007-02-25,0.85,NA,NA,NA
"720",2007-02-26,0.9,NA,NA,NA
"721",2007-02-27,0.91,NA,NA,NA
"722",2007-02-28,0.94,NA,NA,NA
"723",2007-03-01,0.94,NA,NA,NA
"724",2007-03-02,1.04,NA,NA,NA
"725",2007-03-03,1.04,NA,NA,NA
"726",2007-03-04,1.04,NA,NA,NA
"727",2007-03-05,0.95,NA,NA,NA
"728",2007-03-06,0.99,NA,NA,NA
"729",2007-03-07,1.08,NA,NA,NA
"730",2007-03-08,1.08,NA,NA,NA
"731",2007-03-09,1.3,NA,NA,NA
"732",2007-03-10,1.3,NA,NA,NA
"733",2007-03-11,1.3,NA,NA,NA
"734",2007-03-12,1.28,NA,NA,NA
"735",2007-03-13,1.25,NA,NA,NA
"736",2007-03-14,1.18,NA,NA,NA
"737",2007-03-15,1.1,NA,NA,NA
"738",2007-03-16,1.15,NA,NA,NA
"739",2007-03-17,1.15,NA,NA,NA
"740",2007-03-18,1.15,NA,NA,NA
"741",2007-03-19,1.08,NA,NA,NA
"742",2007-03-20,0.99,NA,NA,NA
"743",2007-03-21,1,NA,NA,NA
"744",2007-03-22,0.98,NA,NA,NA
"745",2007-03-23,0.97,NA,NA,NA
"746",2007-03-24,0.97,NA,NA,NA
"747",2007-03-25,0.97,NA,NA,NA
"748",2007-03-26,0.96,NA,NA,NA
"749",2007-03-27,0.99,NA,NA,NA
"750",2007-03-28,1.13,NA,NA,NA
"751",2007-03-29,1.33,NA,NA,NA
"752",2007-03-30,1.25,NA,NA,NA
"753",2007-03-31,1.25,NA,NA,NA
"754",2007-04-01,1.25,NA,NA,NA
"755",2007-04-02,0.94,NA,NA,NA
"756",2007-04-03,0.86,NA,NA,NA
"757",2007-04-04,0.8,NA,NA,NA
"758",2007-04-05,0.78,NA,NA,NA
"759",2007-04-06,0.78,NA,NA,NA
"760",2007-04-07,0.78,NA,NA,NA
"761",2007-04-08,0.78,NA,NA,NA
"762",2007-04-09,0.78,NA,NA,NA
"763",2007-04-10,0.8,NA,NA,NA
"764",2007-04-11,0.79,NA,NA,NA
"765",2007-04-12,0.79,NA,NA,NA
"766",2007-04-13,0.73,NA,NA,NA
"767",2007-04-14,0.73,NA,NA,NA
"768",2007-04-15,0.73,NA,NA,NA
"769",2007-04-16,0.7,NA,NA,NA
"770",2007-04-17,0.66,NA,NA,NA
"771",2007-04-18,0.52,NA,NA,NA
"772",2007-04-19,0.47,NA,NA,NA
"773",2007-04-20,0.58,NA,NA,NA
"774",2007-04-21,0.58,NA,NA,NA
"775",2007-04-22,0.58,NA,NA,NA
"776",2007-04-23,0.64,NA,NA,NA
"777",2007-04-24,0.64,NA,NA,NA
"778",2007-04-25,0.62,NA,NA,NA
"779",2007-04-26,0.55,NA,NA,NA
"780",2007-04-27,0.52,NA,NA,NA
"781",2007-04-28,0.52,NA,NA,NA
"782",2007-04-29,0.52,NA,NA,NA
"783",2007-04-30,0.5,NA,NA,NA
"784",2007-05-01,0.5,NA,NA,NA
"785",2007-05-02,0.5,NA,NA,NA
"786",2007-05-03,0.49,NA,NA,NA
"787",2007-05-04,0.5,NA,NA,NA
"788",2007-05-05,0.5,NA,NA,NA
"789",2007-05-06,0.5,NA,NA,NA
"790",2007-05-07,0.5,NA,NA,NA
"791",2007-05-08,0.47,NA,NA,NA
"792",2007-05-09,0.41,NA,NA,NA
"793",2007-05-10,0.27,NA,NA,NA
"794",2007-05-11,0.29,NA,NA,NA
"795",2007-05-12,0.29,NA,NA,NA
"796",2007-05-13,0.29,NA,NA,NA
"797",2007-05-14,0.3,NA,NA,NA
"798",2007-05-15,0.26,NA,NA,NA
"799",2007-05-16,0.28,NA,NA,NA
"800",2007-05-17,0.28,NA,NA,NA
"801",2007-05-18,0.27,NA,NA,NA
"802",2007-05-19,0.27,NA,NA,NA
"803",2007-05-20,0.27,NA,NA,NA
"804",2007-05-21,0.27,NA,NA,NA
"805",2007-05-22,0.27,NA,NA,NA
"806",2007-05-23,0.27,NA,NA,NA
"807",2007-05-24,0.28,NA,NA,NA
"808",2007-05-25,0.26,NA,NA,NA
"809",2007-05-26,0.26,NA,NA,NA
"810",2007-05-27,0.26,NA,NA,NA
"811",2007-05-28,0.26,NA,NA,NA
"812",2007-05-29,0.25,NA,NA,NA
"813",2007-05-30,0.24,NA,NA,NA
"814",2007-05-31,0.24,NA,NA,NA
"815",2007-06-01,0.24,NA,NA,NA
"816",2007-06-02,0.24,NA,NA,NA
"817",2007-06-03,0.24,NA,NA,NA
"818",2007-06-04,0.24,NA,NA,NA
"819",2007-06-05,0.25,NA,NA,NA
"820",2007-06-06,0.26,NA,NA,NA
"821",2007-06-07,0.24,NA,NA,NA
"822",2007-06-08,0.25,NA,NA,NA
"823",2007-06-09,0.25,NA,NA,NA
"824",2007-06-10,0.25,NA,NA,NA
"825",2007-06-11,0.23,NA,NA,NA
"826",2007-06-12,0.21,NA,NA,NA
"827",2007-06-13,0.19,NA,NA,NA
"828",2007-06-14,0.16,NA,NA,NA
"829",2007-06-15,0.15,NA,NA,NA
"830",2007-06-16,0.15,NA,NA,NA
"831",2007-06-17,0.15,NA,NA,NA
"832",2007-06-18,0.12,NA,NA,NA
"833",2007-06-19,0.12,NA,NA,NA
"834",2007-06-20,0.12,NA,NA,NA
"835",2007-06-21,0.11,NA,NA,NA
"836",2007-06-22,0.1,NA,NA,NA
"837",2007-06-23,0.1,NA,NA,NA
"838",2007-06-24,0.1,NA,NA,NA
"839",2007-06-25,0.08,NA,NA,NA
"840",2007-06-26,0.1,NA,NA,NA
"841",2007-06-27,0.11,NA,NA,NA
"842",2007-06-28,0.11,NA,NA,NA
"843",2007-06-29,0.12,NA,NA,NA
"844",2007-06-30,0.12,NA,NA,NA
"845",2007-07-01,0.12,NA,NA,NA
"846",2007-07-02,0.12,NA,NA,NA
"847",2007-07-03,0.11,NA,NA,NA
"848",2007-07-04,0.1,NA,NA,NA
"849",2007-07-05,0.1,NA,NA,NA
"850",2007-07-06,0.13,NA,NA,NA
"851",2007-07-07,0.13,NA,NA,NA
"852",2007-07-08,0.13,NA,NA,NA
"853",2007-07-09,0.12,NA,NA,NA
"854",2007-07-10,0.11,NA,NA,NA
"855",2007-07-11,0.11,NA,NA,NA
"856",2007-07-12,0.11,NA,NA,NA
"857",2007-07-13,0.12,NA,NA,NA
"858",2007-07-14,0.12,NA,NA,NA
"859",2007-07-15,0.12,NA,NA,NA
"860",2007-07-16,0.11,NA,NA,NA
"861",2007-07-17,0.11,NA,NA,NA
"862",2007-07-18,0.11,NA,NA,NA
"863",2007-07-19,0.1,NA,NA,NA
"864",2007-07-20,0.11,NA,NA,NA
"865",2007-07-21,0.11,NA,NA,NA
"866",2007-07-22,0.11,NA,NA,NA
"867",2007-07-23,0.1,NA,NA,NA
"868",2007-07-24,0.11,NA,NA,NA
"869",2007-07-25,0.11,NA,NA,NA
"870",2007-07-26,0.11,NA,NA,NA
"871",2007-07-27,0.11,NA,NA,NA
"872",2007-07-28,0.11,NA,NA,NA
"873",2007-07-29,0.11,NA,NA,NA
"874",2007-07-30,0.1,NA,NA,NA
"875",2007-07-31,0.1,NA,NA,NA
"876",2007-08-01,0.1,NA,NA,NA
"877",2007-08-02,0.09,NA,NA,NA
"878",2007-08-03,0.09,NA,NA,NA
"879",2007-08-04,0.09,NA,NA,NA
"880",2007-08-05,0.09,NA,NA,NA
"881",2007-08-06,0.09,NA,NA,NA
"882",2007-08-07,0.08,NA,NA,NA
"883",2007-08-08,0.08,NA,NA,NA
"884",2007-08-09,0.08,NA,NA,NA
"885",2007-08-10,0.09,NA,NA,NA
"886",2007-08-11,0.09,NA,NA,NA
"887",2007-08-12,0.09,NA,NA,NA
"888",2007-08-13,0.08,NA,NA,NA
"889",2007-08-14,0.08,NA,NA,NA
"890",2007-08-15,0.09,NA,NA,NA
"891",2007-08-16,0.09,NA,NA,NA
"892",2007-08-17,0.09,NA,NA,NA
"893",2007-08-18,0.09,NA,NA,NA
"894",2007-08-19,0.09,NA,NA,NA
"895",2007-08-20,0.08,NA,NA,NA
"896",2007-08-21,0.09,NA,NA,NA
"897",2007-08-22,0.08,NA,NA,NA
"898",2007-08-23,0.09,NA,NA,NA
"899",2007-08-24,0.09,NA,NA,NA
"900",2007-08-25,0.09,NA,NA,NA
"901",2007-08-26,0.09,NA,NA,NA
"902",2007-08-27,0.09,NA,NA,NA
"903",2007-08-28,0.09,NA,NA,NA
"904",2007-08-29,0.09,NA,NA,NA
"905",2007-08-30,0.09,NA,NA,NA
"906",2007-08-31,0.09,NA,NA,NA
"907",2007-09-01,0.09,NA,NA,NA
"908",2007-09-02,0.09,NA,NA,NA
"909",2007-09-03,0.09,NA,NA,NA
"910",2007-09-04,0.09,NA,NA,NA
"911",2007-09-05,0.08,NA,NA,NA
"912",2007-09-06,0.07,NA,NA,NA
"913",2007-09-07,0.08,NA,NA,NA
"914",2007-09-08,0.08,NA,NA,NA
"915",2007-09-09,0.08,NA,NA,NA
"916",2007-09-10,0.07,NA,NA,NA
"917",2007-09-11,0.07,NA,NA,NA
"918",2007-09-12,0.07,NA,NA,NA
"919",2007-09-13,0.07,NA,NA,NA
"920",2007-09-14,0.06,NA,NA,NA
"921",2007-09-15,0.06,NA,NA,NA
"922",2007-09-16,0.06,NA,NA,NA
"923",2007-09-17,0.05,NA,NA,NA
"924",2007-09-18,0.05,NA,NA,NA
"925",2007-09-19,0.05,NA,NA,NA
"926",2007-09-20,0.06,NA,NA,NA
"927",2007-09-21,0.06,NA,NA,NA
"928",2007-09-22,0.06,NA,NA,NA
"929",2007-09-23,0.06,NA,NA,NA
"930",2007-09-24,0.05,NA,NA,NA
"931",2007-09-25,0.05,NA,NA,NA
"932",2007-09-26,0.05,NA,NA,NA
"933",2007-09-27,0.06,NA,NA,NA
"934",2007-09-28,0.07,NA,NA,NA
"935",2007-09-29,0.07,NA,NA,NA
"936",2007-09-30,0.07,NA,NA,NA
"937",2007-10-01,0.05,NA,NA,NA
"938",2007-10-02,0.04,NA,NA,NA
"939",2007-10-03,0.04,NA,NA,NA
"940",2007-10-04,0.04,NA,NA,NA
"941",2007-10-05,0.05,NA,NA,NA
"942",2007-10-06,0.05,NA,NA,NA
"943",2007-10-07,0.05,NA,NA,NA
"944",2007-10-08,0.05,NA,NA,NA
"945",2007-10-09,0.05,NA,NA,NA
"946",2007-10-10,0.05,NA,NA,NA
"947",2007-10-11,0.04,NA,NA,NA
"948",2007-10-12,0.04,NA,NA,NA
"949",2007-10-13,0.04,NA,NA,NA
"950",2007-10-14,0.04,NA,NA,NA
"951",2007-10-15,0.04,NA,NA,NA
"952",2007-10-16,0.05,NA,NA,NA
"953",2007-10-17,0.04,NA,NA,NA
"954",2007-10-18,0.04,NA,NA,NA
"955",2007-10-19,0.04,NA,NA,NA
"956",2007-10-20,0.04,NA,NA,NA
"957",2007-10-21,0.04,NA,NA,NA
"958",2007-10-22,0.04,NA,NA,NA
"959",2007-10-23,0.06,NA,NA,NA
"960",2007-10-24,0.06,NA,NA,NA
"961",2007-10-25,0.06,NA,NA,NA
"962",2007-10-26,0.06,NA,NA,NA
"963",2007-10-27,0.06,NA,NA,NA
"964",2007-10-28,0.06,NA,NA,NA
"965",2007-10-29,0.05,NA,NA,NA
"966",2007-10-30,0.05,NA,NA,NA
"967",2007-10-31,0.06,NA,NA,NA
"968",2007-11-01,0.07,NA,NA,NA
"969",2007-11-02,0.05,NA,NA,NA
"970",2007-11-03,0.05,NA,NA,NA
"971",2007-11-04,0.05,NA,NA,NA
"972",2007-11-05,0.06,NA,NA,NA
"973",2007-11-06,0.06,NA,NA,NA
"974",2007-11-07,0.07,NA,NA,NA
"975",2007-11-08,0.1,NA,NA,NA
"976",2007-11-09,0.1,NA,NA,NA
"977",2007-11-10,0.1,NA,NA,NA
"978",2007-11-11,0.1,NA,NA,NA
"979",2007-11-12,0.1,NA,NA,NA
"980",2007-11-13,0.09,NA,NA,NA
"981",2007-11-14,0.08,NA,NA,NA
"982",2007-11-15,0.07,NA,NA,NA
"983",2007-11-16,0.08,NA,NA,NA
"984",2007-11-17,0.08,NA,NA,NA
"985",2007-11-18,0.08,NA,NA,NA
"986",2007-11-19,0.07,NA,NA,NA
"987",2007-11-20,0.06,NA,NA,NA
"988",2007-11-21,0.06,NA,NA,NA
"989",2007-11-22,0.06,NA,NA,NA
"990",2007-11-23,0.05,NA,NA,NA
"991",2007-11-24,0.05,NA,NA,NA
"992",2007-11-25,0.05,NA,NA,NA
"993",2007-11-26,0.05,NA,NA,NA
"994",2007-11-27,0.05,NA,NA,NA
"995",2007-11-28,0.05,NA,NA,NA
"996",2007-11-29,0.05,NA,NA,NA
"997",2007-11-30,0.05,NA,NA,NA
"998",2007-12-01,0.05,NA,NA,NA
"999",2007-12-02,0.05,NA,NA,NA
"1000",2007-12-03,0.03,NA,NA,NA
"1001",2007-12-04,0.04,NA,NA,NA
"1002",2007-12-05,0.03,NA,NA,NA
"1003",2007-12-06,0.03,NA,NA,NA
"1004",2007-12-07,0.03,NA,NA,NA
"1005",2007-12-08,0.03,NA,NA,NA
"1006",2007-12-09,0.03,NA,NA,NA
"1007",2007-12-10,0.03,NA,NA,NA
"1008",2007-12-11,0.02,NA,NA,NA
"1009",2007-12-12,0.02,NA,NA,NA
"1010",2007-12-13,0.02,NA,NA,NA
"1011",2007-12-14,0.01,NA,NA,NA
"1012",2007-12-15,0.01,NA,NA,NA
"1013",2007-12-16,0.01,NA,NA,NA
"1014",2007-12-17,0.03,NA,NA,NA
"1015",2007-12-18,0.02,NA,NA,NA
"1016",2007-12-19,0.02,NA,NA,NA
"1017",2007-12-20,0.02,NA,NA,NA
"1018",2007-12-21,0.02,NA,NA,NA
"1019",2007-12-22,0.02,NA,NA,NA
"1020",2007-12-23,0.02,NA,NA,NA
"1021",2007-12-24,0.02,NA,NA,NA
"1022",2007-12-25,0.02,NA,NA,NA
"1023",2007-12-26,0.02,NA,NA,NA
"1024",2007-12-27,0.02,NA,NA,NA
"1025",2007-12-28,0.02,NA,NA,NA
"1026",2007-12-29,0.02,NA,NA,NA
"1027",2007-12-30,0.02,NA,NA,NA
"1028",2007-12-31,0.02,NA,NA,NA
"1029",2008-01-01,0.02,NA,NA,NA
"1030",2008-01-02,0.02,NA,NA,NA
"1031",2008-01-03,0.02,NA,NA,NA
"1032",2008-01-04,0.02,NA,NA,NA
"1033",2008-01-05,0.02,NA,NA,NA
"1034",2008-01-06,0.02,NA,NA,NA
"1035",2008-01-07,0.02,NA,NA,NA
"1036",2008-01-08,0.03,NA,NA,NA
"1037",2008-01-09,0.02,NA,NA,NA
"1038",2008-01-10,0.03,NA,NA,NA
"1039",2008-01-11,0.03,NA,NA,NA
"1040",2008-01-12,0.03,NA,NA,NA
"1041",2008-01-13,0.03,NA,NA,NA
"1042",2008-01-14,0.04,NA,NA,NA
"1043",2008-01-15,0.04,NA,NA,NA
"1044",2008-01-16,0.04,NA,NA,NA
"1045",2008-01-17,0.04,NA,NA,NA
"1046",2008-01-18,0.03,NA,NA,NA
"1047",2008-01-19,0.03,NA,NA,NA
"1048",2008-01-20,0.03,NA,NA,NA
"1049",2008-01-21,0.02,NA,NA,NA
"1050",2008-01-22,0.03,NA,NA,NA
"1051",2008-01-23,0.03,NA,NA,NA
"1052",2008-01-24,0.03,NA,NA,NA
"1053",2008-01-25,0.03,NA,NA,NA
"1054",2008-01-26,0.03,NA,NA,NA
"1055",2008-01-27,0.03,NA,NA,NA
"1056",2008-01-28,0.03,NA,NA,NA
"1057",2008-01-29,0.03,NA,NA,NA
"1058",2008-01-30,0.02,NA,NA,NA
"1059",2008-01-31,0.03,NA,NA,NA
"1060",2008-02-01,0.03,NA,NA,NA
"1061",2008-02-02,0.03,NA,NA,NA
"1062",2008-02-03,0.03,NA,NA,NA
"1063",2008-02-04,0.02,NA,NA,NA
"1064",2008-02-05,0.03,NA,NA,NA
"1065",2008-02-06,0.03,NA,NA,NA
"1066",2008-02-07,0.02,NA,NA,NA
"1067",2008-02-08,0.03,NA,NA,NA
"1068",2008-02-09,0.03,NA,NA,NA
"1069",2008-02-10,0.03,NA,NA,NA
"1070",2008-02-11,0.02,NA,NA,NA
"1071",2008-02-12,0.02,NA,NA,NA
"1072",2008-02-13,0.03,NA,NA,NA
"1073",2008-02-14,0.03,NA,NA,NA
"1074",2008-02-15,0.02,NA,NA,NA
"1075",2008-02-16,0.02,NA,NA,NA
"1076",2008-02-17,0.02,NA,NA,NA
"1077",2008-02-18,0.03,NA,NA,NA
"1078",2008-02-19,0.03,NA,NA,NA
"1079",2008-02-20,0.04,NA,NA,NA
"1080",2008-02-21,0.03,NA,NA,NA
"1081",2008-02-22,0.04,NA,NA,NA
"1082",2008-02-23,0.04,NA,NA,NA
"1083",2008-02-24,0.04,NA,NA,NA
"1084",2008-02-25,0.04,NA,NA,NA
"1085",2008-02-26,0.03,NA,NA,NA
"1086",2008-02-27,0.03,NA,NA,NA
"1087",2008-02-28,0.04,NA,NA,NA
"1088",2008-02-29,0.04,NA,NA,NA
"1089",2008-03-01,0.04,NA,NA,NA
"1090",2008-03-02,0.04,NA,NA,NA
"1091",2008-03-03,0.03,NA,NA,NA
"1092",2008-03-04,0.03,NA,NA,NA
"1093",2008-03-05,0.03,NA,NA,NA
"1094",2008-03-06,0.03,NA,NA,NA
"1095",2008-03-07,0.03,NA,NA,NA
"1096",2008-03-08,0.03,NA,NA,NA
"1097",2008-03-09,0.03,NA,NA,NA
"1098",2008-03-10,0.02,NA,NA,NA
"1099",2008-03-11,0.01,NA,NA,NA
"1100",2008-03-12,0.01,NA,NA,NA
"1101",2008-03-13,0.01,NA,NA,NA
"1102",2008-03-14,0.01,NA,NA,NA
"1103",2008-03-15,0.01,NA,NA,NA
"1104",2008-03-16,0.01,NA,NA,NA
"1105",2008-03-17,0.02,NA,NA,NA
"1106",2008-03-18,0.02,NA,NA,NA
"1107",2008-03-19,0.02,NA,NA,NA
"1108",2008-03-20,0.02,NA,NA,NA
"1109",2008-03-21,0.02,NA,NA,NA
"1110",2008-03-22,0.02,NA,NA,NA
"1111",2008-03-23,0.02,NA,NA,NA
"1112",2008-03-24,0.02,NA,NA,NA
"1113",2008-03-25,21.89,NA,NA,NA
"1114",2008-03-26,21.88,NA,NA,NA
"1115",2008-03-27,21.59,NA,NA,NA
"1116",2008-03-28,21.05,NA,NA,NA
"1117",2008-03-29,21.05,NA,NA,NA
"1118",2008-03-30,21.05,NA,NA,NA
"1119",2008-03-31,21.57,NA,NA,NA
"1120",2008-04-01,22.02,NA,NA,NA
"1121",2008-04-02,22.4,NA,NA,NA
"1122",2008-04-03,23.05,NA,NA,NA
"1123",2008-04-04,22.72,NA,NA,NA
"1124",2008-04-05,22.72,NA,NA,NA
"1125",2008-04-06,22.72,NA,NA,NA
"1126",2008-04-07,23.25,NA,NA,NA
"1127",2008-04-08,23.27,NA,NA,NA
"1128",2008-04-09,23.24,NA,NA,NA
"1129",2008-04-10,23.87,NA,NA,NA
"1130",2008-04-11,23.87,NA,NA,NA
"1131",2008-04-12,23.87,NA,NA,NA
"1132",2008-04-13,23.87,NA,NA,NA
"1133",2008-04-14,24.6,NA,NA,NA
"1134",2008-04-15,24.78,NA,NA,NA
"1135",2008-04-16,24.78,NA,NA,NA
"1136",2008-04-17,24.29,NA,NA,NA
"1137",2008-04-18,24.02,NA,NA,NA
"1138",2008-04-19,24.02,NA,NA,NA
"1139",2008-04-20,24.02,NA,NA,NA
"1140",2008-04-21,24.84,NA,NA,NA
"1141",2008-04-22,24.91,NA,NA,NA
"1142",2008-04-23,24.6,NA,NA,NA
"1143",2008-04-24,24.6,NA,NA,NA
"1144",2008-04-25,24.27,NA,NA,NA
"1145",2008-04-26,24.27,NA,NA,NA
"1146",2008-04-27,24.27,NA,NA,NA
"1147",2008-04-28,24.32,NA,NA,NA
"1148",2008-04-29,23.74,NA,NA,NA
"1149",2008-04-30,23.85,NA,NA,NA
"1150",2008-05-01,23.85,NA,NA,NA
"1151",2008-05-02,23.86,NA,NA,NA
"1152",2008-05-03,23.86,NA,NA,NA
"1153",2008-05-04,23.86,NA,NA,NA
"1154",2008-05-05,24.83,NA,NA,NA
"1155",2008-05-06,24.82,NA,NA,NA
"1156",2008-05-07,24.85,NA,NA,NA
"1157",2008-05-08,24.78,NA,NA,NA
"1158",2008-05-09,24.69,NA,NA,NA
"1159",2008-05-10,24.69,NA,NA,NA
"1160",2008-05-11,24.69,NA,NA,NA
"1161",2008-05-12,24.69,NA,NA,NA
"1162",2008-05-13,24.46,NA,NA,NA
"1163",2008-05-14,24.08,NA,NA,NA
"1164",2008-05-15,24.6,NA,NA,NA
"1165",2008-05-16,24.36,NA,NA,NA
"1166",2008-05-17,24.36,NA,NA,NA
"1167",2008-05-18,24.36,NA,NA,NA
"1168",2008-05-19,24.83,NA,NA,NA
"1169",2008-05-20,24.85,NA,NA,NA
"1170",2008-05-21,25.12,NA,NA,NA
"1171",2008-05-22,25.45,NA,NA,NA
"1172",2008-05-23,25.37,NA,NA,NA
"1173",2008-05-24,25.37,NA,NA,NA
"1174",2008-05-25,25.37,NA,NA,NA
"1175",2008-05-26,25.7,NA,NA,NA
"1176",2008-05-27,25.98,NA,NA,NA
"1177",2008-05-28,25.87,NA,NA,NA
"1178",2008-05-29,26.05,NA,NA,NA
"1179",2008-05-30,26.7,NA,NA,NA
"1180",2008-05-31,26.7,NA,NA,NA
"1181",2008-06-01,26.7,NA,NA,NA
"1182",2008-06-02,25.18,NA,NA,NA
"1183",2008-06-03,26.68,NA,NA,NA
"1184",2008-06-04,26.28,NA,NA,NA
"1185",2008-06-05,26.06,NA,NA,NA
"1186",2008-06-06,27.05,NA,NA,NA
"1187",2008-06-07,27.05,NA,NA,NA
"1188",2008-06-08,27.05,NA,NA,NA
"1189",2008-06-09,27.05,NA,NA,NA
"1190",2008-06-10,26.77,NA,NA,NA
"1191",2008-06-11,26.71,NA,NA,NA
"1192",2008-06-12,26.62,NA,NA,NA
"1193",2008-06-13,26.42,NA,NA,NA
"1194",2008-06-14,26.42,NA,NA,NA
"1195",2008-06-15,26.42,NA,NA,NA
"1196",2008-06-16,27.24,NA,NA,NA
"1197",2008-06-17,26.77,NA,NA,NA
"1198",2008-06-18,26.94,NA,NA,NA
"1199",2008-06-19,27.08,NA,NA,NA
"1200",2008-06-20,26.74,NA,NA,NA
"1201",2008-06-21,26.74,NA,NA,NA
"1202",2008-06-22,26.74,NA,NA,NA
"1203",2008-06-23,27.3,NA,NA,NA
"1204",2008-06-24,27.3,NA,NA,NA
"1205",2008-06-25,27.08,NA,NA,NA
"1206",2008-06-26,27.28,NA,NA,NA
"1207",2008-06-27,27.7,NA,NA,NA
